,tweet,labels
2102,"tempat nya nyaman banget buat makan siang , apalagi makan malam . pemandangan nya keren , makanan enak , harga juga sepadan . satu lagi resto yang harus dicoba masakan sunda nya . pertama x datang sama teman-teman , kedua , ketiga , sampai ke empat sama keluarga . tiap ke bandung pasti diusahakan mampir sini .",1
8814,"bagi penggemar babi , rumah makan ini surga nya . sekarang menyediakan makan pagi . pilihan nya hanya beberapa tapi cukup unik .",1
10836,macet sekali astagah,-1
5364,habib rizieq pengecut sekali .,-1
2916,di mah seniman kita bisa bersantap sambil menikmati nuansa sunda . tempat ini cocok bagi wisatawan yang berkunjung ke bandung .,1
11221,"pakai pembalut charm maxi wings , nyaman banget , tidak perlu takut bocor .",1
3636,"saung sari kahuripan memiliki beraneka ragam masakan sunda . tempat yang bersih , nyaman serta memiliki pelayanan yang ramah",1
15505,aku takperlu nak sedih sbb dia yg bodoh lepaskan orng yg betul2 sygkan dia ,1
6154,"restoran yang asik untuk nongkrong , dengan pilihan makanan barat , italia dan orang cina makanan . harga cukup terjangkau untuk makanan berstandard restoran hotel bintang 5 . walau untuk porsi nya sedikit kurang untuk saya . mountain choco lava nya masih yang terbaik . tersedia pula pilihan menu untuk sarapan .",1
18955,man robbuka apa urusan anda menanyakan itu ,-1
8274,"jalur yang terjal , agak sulit di tempuh dengan motor . jalanan menanjak . pemandangan sekitar yang keren , suasana sejuk dingin . harga makanan tidak terlalu mahal , porsi cukup kenyang . saya memesan soto santan . rasanya enak .",1
6172,"saya makan di hari terakhir puasa , otomatis semua saung sudah fully booked . tapi bagus nya , sistem reservasi saung mereka sangat baik . ada tempat untuk menunggu , bisa dapat teh manis panas gratis lagi . sembari menunggu ada banyak soal makanan kecil seperti surabi dan kue pancong . ada juga toko baju . secara makanan , rasanya sih oke .",1
1658,"ada dua tipe restoran di dusun bambu ini , ada yang bertema foodcourt dan alacarte . saya makan di restoran alacarte yang bernama burangrang . restoran ini menyajikan masakan indonesia yang sangat baik , terutama ayam betutu yang disajikan dalam bambu . sangat rekomendasi . ada juga berbagai macam makanan ringan seperti pisang goreng caramel dan es seperti es campur . sangat layak dikunjungi terutama bersama keluarga .",1
23681,mengembangkan vaksin melulu tercepat vaksin terbukti aman efektif durasi proteksi point aksesibilitas vaksin berisiko terjangkit covid,1
11738,"air minum cleo sangat menyegarkan , aku suka !",1
17620,dah la pinjam hotspot orang lepastu bilalow dok maki2 internet org kau taktau aku nk guna internet punlowbb kau ,-1
17227,trimakasih sobat twater trimakasih berkatmu aku jdi boros hari ini hehe ,1
12073,titik yang paling melelahkan ya ini,-1
7031,ini saja aku menyesal banget beli regular . alur nya kurang ajar banget,-1
17646,orang di header kamu kok ganteng dan menawan sekali siapa sih namanya,1
20990,yang melakukan pengeroyokan ini banci padahal ibu nya wanita dimana hati nuraninya coba negeri ini apakah sudah ,-1
21599,wahai lelaki jangan kau sesekali merosakkan perempuan yang betul betul sayangkan kau hormat mereka ingat kau ada mak k ,-1
6778,"sapu lidi tepi sawah berada tak jauh dari jalan sersan bajuri , meski tidak pernah mendapatkan gubug tepi sawah , namun pesona dan kenyamanan makan di gubug lain tak menjadi nilai minus bagi tempat makan ini . banyak gubug yang nyaman untuk dijadikan tempat bersantap , kualitas makanan nya pun super dan enak . coba ikan bakar daun , wangi , pedas dan sedap sekali .",1
13602,iya huhu aku sayang mutual disini ,1
17206,bener bgt jadi jangan sembarangan kalo udah di sana jangan banyak tingkah ngomong dijaga aku yg cuma nola ,1
7847,"saat makan malam akan lebih terkesan dengan suasana natural yang di tawarkan nya , selain makanan yang kami pesan enak juga pelayanan sangat ramah dan begitu terasa excotis , keluarga sangat puas , jarak tempuh tidak terlalu jauh dari kota . kami pasti kembali",1
14388,aku ni memang mudah terhibur ,1
9972,salah satu restoran terburuk yang pernah saya datangi . pelayanan nya payah harga nya terlalu mahal untuk masakan yang tidak enak,-1
14039,daripada gaketemu sama sekali sih dia kan mau ngelepas kangan bukan mau liat kamu mulus ,-1
21862,palu memanggilulteng berduka 1 203 orang meninggal 184 orang luka berat gempa berkekuatan 7 7r menimpa saudara ,-1
3657,"aku senang dengan pelayan bca . saat itu aku banyak tidak tahu tentang cara membuka rekening , akhirnya banyak sekali pertanyaan yang aku ajukan . sekalipun begitu , pelayan tersebut selalu tersenyum dan dengan sabar menjawab setiap pertanyaan yang aku ajukan . mereka tidak terlihat geram dan tidak marah sedikit pun .",1
4954,"mencoba untuk buka puasa di 18th . dengan harga yang tergolong mahal di antara hotel berbintang di bandung , rasa yang ditawarkan sangat mengecewakan . pasta nya hambar , bebek makanan lain juga hambar . sangat berbeda dengan apa yang biasa ditawarkan . dan pelayanan juga kurang profesional pada saat melakukan pembayaran dengan mengunakan kartu kredit bank mega .",-1
11440,"restoran ini mirip dengan kompetitor nya yaitu steak shake , menawarkan steak murah harga mahasiswa . soal rasa sebenarnya tergantung selera . ada yang lebih suka makan ke omong ada yang lebih suka ke kompetitor nya . tempat stategis di kawasan mahasiswa dipati ukur .",1
11369,kebetulan dekat tempat menginap di asia afrika . jalan kaki hanya 500 m . teman titip beli buat oleh oleh . rasa biasa saja . lumayan mahal .,-1
20470,jgn takabur dulu masalahnya blum jelas karena apa blum tentu juga ttg pilpres dan mungkin juga ka ,-1
4356,"setiap kali ke bandung , saya pasti akan ke resto pak chi met . makanan di pak chi met enak banget . nasi ayam komplit , ayam nya boleh dibakar atau digoreng merupakan makanan pilihan utama di sini .",1
9390,"suasana restoran nyaman , desain nya unik . cocok untuk makanan blogger atau yang suka tempat unik . makanan 1 porsi lumayan banyak , untuk rasa termasuk standart .",1
23221,anjir lo tau sih postan kegunaan vaksin corona blablabla akun sebelah gua reply takut zombi akunnya tbtb suspend,-1
23615,mempercepat agr masyarakat menerima vaksin pengembangan vaksin covid negeri menunjukkn kemampuan kemandirian bangsa mengembangkan vaksin,1
4275,"saya mengetahui restoran ini dari website nya yang mengatakan bahwa mereka telah melayani sejak zaman kolonial belanda . pada kunjungan sebelumnya , saya tidak berkesempatan makan di restoran ini karena penuh . kali ini saya berksempatan makan karena saat itu minggu sore . saya memesan triliun bone steak , dan nasi goreng . t bone steak nya tidak terlalu enak , daging nya agak keras . nasi goreng nya enak .",1
15372,aww aku terinfeksi ayo maju loe kita gelut,-1
9001,menu variatif tapi untuk rasa masih kurang dibandingkan dengan restoran sunda di sebelah nya . untuk tempat parkir lumayan susah mungkin karena lokasi persis di pertigaan .,1
17833,ngga selamanya orang lain akan menerima atau membalas kebaikan kita cukup tauin aja jangan dibikin kecewa karena itu wa ,-1
10740,pergi nya pas lebaran kemarin juli 2015 wuih ramai banget . kalau tempat nya sih oke . enak pemandangan dan hawa nya dingin . coollah . hanya seharusnya karena di ruang terbuka harus nya ya dikasih lilin per meja tanpa kita minta . makanan nya enak .,1
2864,"mendatangi kedai nyonya rumah ini seperti kita mendatangi rumah keluarga kita sendiri . meskipun saya tidak mengenal dengan ibu julie soetardjana si empunya rumah si pengolah masakan , tetapi suasana nya sangat homie ketika kita memasuki kedai ini , dan tentunya lebih komplit dengan merasakan racikan resep masakan milik ibu julie . memilih tempat makan di dalam atau di halaman depan / belakang rumah , semuanya sangat nyaman .",1
19018,2 minggu lepas allah uji aku dengan motorsikal hilang dah usaha parking ditempat selamat kunci tambahan tapi pencuri leb ,-1
1809,berdebat dengan para ahli kitab yang lemah syahwat itu menyebalkan . dikritik bgtu malah dibilang sesat . dikasih dalil minta tafsir . dikasih tafsir minta logika . kalau tidak sesuai dengan syahwat mereka ya tetap dinista ?,-1
5839,terima kasih banget buat yang buat wajah aku siap tampil . makin cinta deh sama produk kamu .,1
8969,3 gaya telkomsel lancaran banget kok,1
1368,tidak perlu cemas karena bisnis anda akan berhasil dengan memuaskan dan cukup mendatangkan hasil besar .,1
1548,"lokasi resto ini strategis dengan bangunan tempo dulu . suasana nya sangat nyaman dengan layanan yang baik . penataan tempat nya cukup serasi . makan di sini bisa santai . menu sangat beragam seperti rawon komplet , soup , gulai kambing , tenderloin , nasi goreng rendang dan masih banyak lagi . tenderloin nya sangat enak dengan saus yang cocok untuk goyang lidah . nasi goreng rendang nya sangat nikmat . roti cukup beragam seperti brownies nya . mantap .",1
12699,sumpah annoying weh tu masalah kau jgn expect aku selesaikan ,-1
10486,"pilgub kemarin banyak boong nya , hasil nya dimanipulasi",-1
17828,rebutlah peluang untuk beribadah tanpa mengira waktu dan usia sebab kita tak tau bila tiba giliran kita untuk bawa amalan ki ,1
3221,membeli kue ulang tahun atau sekadar mencicipi makanan penutup di toko yang sudah mempunyai nama ini tidak ada salah nya karena harga yang ditawarkan pun sesuai dengan kantong . lokasi nya yang terletak di pusat kota dan mudah dijangkau kendaraan umum membuat tempat ini selalu ramai .,1
22150,mari kita kerahkan seluruh daya amp upaya kita utk bantu saudara2 kita yg terkena musibah bencana terima kasih para relaw ,1
20367,pancasila sebagai jati diri bangsa merupakan pondasi utama dalam memperjuangkan kepentingan rakyat dalam mewujudkan cita cita ,1
16949,kau bukan perempuan jadi memang tak empathi terhadap ketakutan perempuan terhadap lelaki yg tak kenal aku pernah kena kacau le ,-1
8496,"saya tidak pernah melewatkan tempat ini jika ke braga . meski agak repot untuk mencari parkir , namun sangat layak untuk didatangi . menu favorit : mi kepiting pontianak dan wedang uwuh . asli nya menu ini dari imogiri , bantul . wedang berwarna kemerahan dengan campuran jahe , kayu secang , daun salam dan rempah-rempah , sangat hangat .",1
23633,vaksin covid sesuai standar who aman,1
1293,makan di sini mau berdua atau bersama keluarga enak enak saja . tempat nyaman dengan lilin dan lampu redup . jika kurang terang tinggal nyalakan lampu besar di atas meja . pelayanan bagus . pelayanan ramah . namun satu yang kurang berkenan di hati . penyajian nya pakai piring . karena bandung dingin ada baiknya steak disajikan dengan hot plate . over all oke sih,1
3508,"waktu berbelanja pakaian di rumah mode jalan . setiabudi , saya dan keluarga menyempatkan diri untuk menikmati makan siang di eaton bakery dan restoran . suasana restoran nya enak dan nyaman selain itu pilihan menu nya juga banyak . sambil menunggu pesanan makanan datang , kita bisa membeli aneka roti dan kue yang dijual di sini .",1
20718,mesti lah bitter gila babi baca sejarah amp you'll understand why im against blue blood adoration tun m was amp is still th ,-1
1082,paket bawal nya goreng bakar dengan sambal tyson nya . mantap banget ditutup dengan es kopi robusta nya . laser banget mantap setelah brad .,1
2878,"salah satu tempat terbaik di bandung untuk makan steak yang sudah ada sejak lama tahun 70 an . suasana yang romantis , strategis terletak di jalan dago yang terkenal . sangat cocok untuk makan siang , malam atau acara khusus bersama keluarga atau perayaan tertentu . secara umum soal rasa , varian menu , harga , pelayanan , kebersihan dan lain-lain semuanya terbaik . jadi bagi anda pendatang pun serasa belum ke bandung .",1
10240,belum afdol kalau senin ke kantor tidak pakai macet . tapi ya tidak dari bihbul juga .,-1
4694,tempat bagus . makanan enak . cuma harga nya agak di atas rata rata . ya wajarlah dengan tempat tang bagus . suasana yang adem . cocok buat pasangan . maupun keluargaga . gazebo gazebo seperti di kampung tetapi di kemas moderen,1
935,"porsi nya agak besar buat ukuran saya . topeng nya lumayan enak , tapi rasio nya cenderung manis , jadi nabrak buat makanan gurih dan berminyak . jeroan babi rebus nya enak , porsi nya raksasa banget . setengah porsi bisa buat makan 4 orang . harga termasuk murah , buat yamien di bandung",1
23214,corona berkeliaran bingung gue templokkin hilang lakukan protokol memakai masker mencuci tangan menjaga jarak menghindari kerumunan urusan vaksin entar,-1
6766,kfc dago seringkali menjadi penyelamat di saat lapar saat saya menginap di sekitaran hotel di dago . everyone loves kfc . so . kfc di lokasi ini menyegerakan anda untuk memesan saat anda kelaparan di dalam hotel .,1
20917,kolotnya caption kau ni bro kalau dapat isteri yang berkerjaya kita kena tolong dia juga takkan semua benda dia k ,-1
6564,"saya pesan gofood 4x dan ke cancel tetapi orderan sudah terbeli sama satu gojek , jadi saya bayar manual . sayang banget lo kasihan , pesanan nya tidak ke input ke pak gojek nya .",-1
236,"restoran ini memiliki 2 lantai , dan terletak di gedung yang sama dengan tama boutique hotel . sensasi ala-ala korea sudah terasa sejak kita menjejakkan langkah pertama di restoran ini . sehelai hanbok , pakaian tradisional gadis korea tergantung sebagai hiasan di tembok . interior nya pun cukup mewah . makanan yang disediakan restoran ini adalah makanan korea . mereka juga menyediakan barbecue yang pula menyediakan daging non-halal . lanjutan",1
5039,tidak berkualitas,-1
8040,"kami mengunjungi tempat ini saat menginap di salah satu hotel di bandung , lokasi ramen cemen di daerah cihampelas , saat itu saya beef spicy ramen dan ice lemon tea , rasanya enak dan harga nya pun cukup terjangkau .",1
18675,ga salty sih cuma sebagai orang yg ngikutin mereka dari awal dan tau gimana dulunya mereka ga dikenal bahkan dulu ,-1
8366,tempat makan yang enak untuk membawa keluarga dan rekan atau sahabat kalau akhir pekan live musik juga . cuma sayang makanan nya kurang memuaskan cuma dapat di tempat nya saja .,1
1320,"saya sudah beberapa kali makan di puri bambu , baik untuk makan siang maupun makan malam dan tidak pernah sekalipun puri bambu mengecewakan saya . semua menu yang disajikan selalu lezat . restoran ini menyajikan makanan yang mengandung babi . harga nya pun tidak terlalu mahal , dan tempat nya nyaman . menu favorit saya adalah sate babi dan samcam goreng crispy .",1
8635,"restoran yang menyajikan suasana tradisional dipadukan dengan suasana romantis , menyediakan menu tradisonal dan juga sedikit menu internasional seperti beef steak . terletak di sebalah utara kota bandung , perlu menempuh jarak kurang lebih 30 menit dari kota bandung . restauran terletak bersebalahan dengan villa trinity . dikelilingi dengan pemandangan alam yang indah berupa tebing-tebing batu dan perkebunan bambu .",1
20731,meski tampak tegar gilang mengaku sempat merasa begitu terpukul saat tahu bahwa ia dan adiez harus kembali kehilangan calon ,-1
3334,"rasa dan aroman nya luar biasa . kuah bening , segar tidak berlemak dan tidak berminyak . hati hati tidak kebagian tempat dusuk jika jam makan siang tiba . bagus rasa !",1
11238,pilihan makanan sangat bervariasi jadi enggak usah khawatir kalau pergi sama teman tetapi lagi ingin makan yang beda karena lengkap dari yang tradisonal sampai makanan jepang pun ada . juara pilihan nya !,1
